item_id,order_id,isbn,discount
107301-76-697,107301-39179,989-28-229-1404-4,
107301-92-1064,107301-39180,989-28-229-1404-4,
107301-5-2354,107301-39181,989-28-229-7592-2,
107301-95-4106,107301-39182,989-28-229-3157-7,0.1
107301-25-7906,107301-39183,989-28-79-74374-1,
107301-94-4955,107301-39184,989-28-79-68089-3,0.05
107301-46-3260,107301-39185,989-28-79-13801-1,
107301-41-2325,107301-39186,989-28-79-13801-1,
107301-63-5499,107301-39187,989-28-79-23023-4,
107301-82-3243,107301-39188,989-28-79-68089-3,0.05
107301-18-4281,107301-39189,989-28-79-26824-4,
107301-5-7689,107301-39190,989-28-79-26824-4,
107301-10-3544,107301-39191,989-28-79-74374-1,
107301-1-6224,107301-39192,989-28-79-91028-0,
107301-29-20,107301-39193,989-28-79-26824-4,
107301-56-6072,107301-39194,989-28-79-74374-1,
107301-71-9667,107301-39195,989-28-79-13801-1,
107301-59-8041,107301-39196,989-28-79-74374-1,
107301-11-2126,107301-39197,989-28-79-74374-1,
107301-79-9154,107301-39198,989-28-79-13801-1,
107301-85-6173,107301-39199,989-28-79-74374-1,
107301-63-4563,107301-39200,989-28-79-74374-1,
107301-86-4306,107301-39201,989-28-79-74374-1,
107301-6-7476,107301-39202,989-28-79-13801-1,
107301-55-300,107301-39203,989-28-79-68089-3,0.05
107301-22-6302,107301-39204,989-28-79-40897-8,
107301-77-2582,107301-39205,989-28-79-23023-4,
107301-9-1774,107301-39206,989-28-3705-222-9,
107301-15-9509,107301-39207,989-28-79-86624-2,
107301-61-3154,107301-39207,989-28-79-45675-7,
107301-7-9160,107301-39208,989-28-654-5771-3,
107301-80-5682,107301-39208,989-28-79-86624-2,
107301-37-5446,107301-39209,989-28-79-69807-2,
107301-41-5351,107301-39209,989-28-79-13871-4,
107301-6-2313,107301-39210,989-28-79-91028-0,
107301-68-2779,107301-39210,989-28-79-74374-1,
107301-93-5871,107301-39210,989-28-654-7965-4,
107301-93-8435,107301-39210,989-28-79-23023-4,
107301-35-8540,107301-39211,989-28-79-91028-0,
107301-9-1299,107301-39211,989-28-3705-222-9,
107301-42-9094,107301-39212,989-28-79-13801-1,0.13
107301-39-1075,107301-39212,989-28-79-51397-9,
107301-39-8920,107301-39212,989-28-79-74374-1,
107302-80-7156,107302-39213,989-28-3705-007-2,
107302-6-2444,107302-39214,989-28-3705-007-2,
107302-38-9525,107302-39215,989-28-3705-583-1,
107302-7-3743,107302-39216,989-28-3705-007-2,
107302-64-9858,107302-39217,989-28-3705-138-3,
107302-35-9435,107302-39218,989-28-3705-007-2,
107302-66-8382,107302-39219,989-28-3705-007-2,
107302-51-4987,107302-39220,989-28-3705-987-7,
107302-29-208,107302-39221,989-28-3705-007-2,
107302-60-4253,107302-39222,989-28-3705-007-2,
107302-76-3497,107302-39223,989-28-3705-007-2,
107302-93-4381,107302-39224,989-28-79-32105-5,
107302-1-2203,107302-39225,989-28-79-21991-8,
107302-9-3697,107302-39226,989-28-79-22871-2,
107302-74-6005,107302-39227,989-28-79-22871-2,
107302-29-2451,107302-39228,989-28-79-11297-4,
107302-50-7573,107302-39229,989-28-79-82197-5,
107302-6-3829,107302-39230,989-28-79-11297-4,
107302-26-5152,107302-39231,989-28-79-30536-9,
107302-3-9047,107302-39232,989-28-79-45675-7,
107302-92-1147,107302-39233,989-28-79-67891-3,
107302-3-6049,107302-39234,989-28-79-61125-5,
107302-98-4997,107302-39235,989-28-79-45675-7,
107302-76-4134,107302-39236,989-28-79-70597-8,
107302-57-4919,107302-39237,989-28-79-13871-4,
107302-13-4171,107302-39238,989-28-79-69807-2,
107302-29-4547,107302-39239,989-28-79-69807-2,
107302-57-4918,107302-39240,989-28-79-13871-4,
107302-86-7326,107302-39241,989-28-79-69807-2,
107302-13-4170,107302-39242,989-28-79-69807-2,
107302-86-7325,107302-39243,989-28-79-69807-2,
107302-83-6064,107302-39244,989-28-79-82749-6,
107302-66-5472,107302-39245,989-28-79-69807-2,
107302-66-5471,107302-39246,989-28-79-69807-2,
107302-80-5923,107302-39247,989-28-79-82749-6,
107302-43-8664,107302-39248,989-28-654-0047-4,
107302-99-1011,107302-39249,989-28-229-9769-6,
107302-31-221,107302-39250,989-28-229-0197-6,
107302-87-5010,107302-39251,989-28-229-6632-6,
107302-3-8709,107302-39252,989-28-229-6632-6,
107302-41-4064,107302-39253,989-28-229-6632-6,
107302-6-4475,107302-39254,989-28-229-1404-4,
107302-10-9803,107302-39255,989-28-229-9769-6,
107302-93-5811,107302-39256,989-28-229-9769-6,
107302-92-2434,107302-39257,989-28-229-1404-4,
107302-23-942,107302-39258,989-28-229-9769-6,
107302-95-247,107302-39259,989-28-229-1404-4,
107302-64-1186,107302-39260,989-28-229-0197-6,
107302-94-1148,107302-39261,989-28-229-6632-6,
107302-96-4921,107302-39262,989-28-79-26824-4,
107302-99-78,107302-39263,989-28-79-74374-1,
107302-15-9384,107302-39264,989-28-79-68089-3,0.05
107302-38-3489,107302-39265,989-28-79-13801-1,
107302-55-9249,107302-39266,989-28-79-74374-1,
107302-84-7713,107302-39267,989-28-79-13801-1,
107302-3-2020,107302-39268,989-28-79-40897-8,
107302-73-9869,107302-39269,989-28-79-71565-6,
107302-20-8390,107302-39270,989-28-79-40897-8,
107302-8-725,107302-39271,989-28-79-13801-1,
107302-21-7974,107302-39272,989-28-79-71565-6,
107302-44-9298,107302-39273,989-28-79-68089-3,0.05
107302-49-9641,107302-39274,989-28-79-68089-3,0.05
107302-21-1607,107302-39275,989-28-79-71565-6,
107302-72-9371,107302-39276,989-28-79-13801-1,
107302-75-6116,107302-39277,989-28-79-13801-1,
107302-74-8275,107302-39278,989-28-79-74374-1,
107302-82-7306,107302-39279,989-28-79-71565-6,
107302-95-1666,107302-39280,989-28-79-13801-1,
107302-68-4467,107302-39281,989-28-79-13801-1,
107302-76-5166,107302-39282,989-28-79-23023-4,
107302-45-6112,107302-39283,989-28-79-13801-1,
107302-29-9408,107302-39284,989-28-79-55824-6,
107302-35-9100,107302-39285,989-28-79-13801-1,
107302-62-5422,107302-39286,989-28-79-71565-6,
107302-20-9751,107302-39287,989-28-79-13801-1,
107302-83-4480,107302-39288,989-28-79-23023-4,
107302-66-5255,107302-39289,989-28-79-13801-1,
107302-22-4041,107302-39290,989-28-79-23023-4,
107302-38-6257,107302-39291,989-28-79-68089-3,0.05
107302-44-3284,107302-39292,989-28-79-74374-1,
107302-55-1928,107302-39293,989-28-79-74374-1,
107302-70-8845,107302-39294,989-28-79-74374-1,
107302-4-5837,107302-39295,989-28-79-23023-4,
107302-89-9044,107302-39296,989-28-79-40897-8,
107302-44-2709,107302-39297,989-28-79-74374-1,
107302-76-3923,107302-39298,989-28-79-74374-1,
107302-25-8760,107302-39299,989-28-79-13801-1,
107302-83-4883,107302-39300,989-28-79-74374-1,
107302-6-9368,107302-39301,989-28-79-13801-1,
107302-94-8056,107302-39302,989-28-79-82339-9,
107302-41-4950,107302-39303,989-28-79-13801-1,
107302-87-4363,107302-39304,989-28-79-13801-1,
107302-55-131,107302-39305,989-28-79-23023-4,
107302-12-8723,107302-39306,989-28-79-71565-6,
107302-46-5382,107302-39307,989-28-79-23023-4,
107302-51-2237,107302-39308,989-28-79-23015-9,
107302-88-4953,107302-39309,989-28-3705-222-9,
107302-92-9828,107302-39310,989-28-3705-222-9,
107302-61-5043,107302-39311,989-28-3705-492-6,
107302-42-1717,107302-39312,989-28-3705-222-9,0.13
107302-4-454,107302-39313,989-28-3705-492-6,
107302-90-5051,107302-39314,989-28-79-03683-6,
107302-71-5477,107302-39315,989-28-3705-492-6,
107302-10-4633,107302-39316,989-28-3705-222-9,
107302-12-6622,107302-39316,989-28-3705-007-2,
107302-38-9520,107302-39316,989-28-3705-138-3,
107302-1-3972,107302-39317,989-28-3705-222-9,
107302-28-8962,107302-39317,989-28-3705-492-6,
107302-91-6272,107302-39317,989-28-3705-007-2,
107302-12-4934,107302-39318,989-28-229-5891-8,
107302-29-4546,107302-39318,989-28-79-69807-2,
107302-87-5626,107302-39319,989-28-3705-492-6,
107302-96-7874,107302-39319,989-28-229-9769-6,
107302-53-6183,107302-39320,989-28-79-13801-1,
107302-80-5922,107302-39320,989-28-79-82749-6,
107302-33-9330,107302-39321,989-28-79-32105-5,
107302-68-7891,107302-39321,989-28-229-9769-6,
107302-69-9298,107302-39322,989-28-229-1404-4,
107302-95-1674,107302-39322,989-28-79-44730-4,
107302-75-3019,107302-39323,989-28-79-68089-3,0.05
107302-23-3397,107302-39323,989-28-229-1404-4,
107302-31-9739,107302-39323,989-28-79-71565-6,
107302-83-6063,107302-39323,989-28-79-82749-6,
107302-14-7321,107302-39324,989-28-229-6632-6,
107302-27-9621,107302-39324,989-28-229-1404-4,
107302-74-6264,107302-39324,989-28-229-0197-6,
107303-23-1710,107303-39325,989-28-3705-007-2,
107303-45-7831,107303-39326,989-28-3705-007-2,
107303-67-2959,107303-39327,989-28-3705-007-2,
107303-1-1472,107303-39328,989-28-3705-007-2,
107303-27-9832,107303-39329,989-28-3705-987-7,
107303-57-7316,107303-39330,989-28-3705-583-1,
107303-83-3306,107303-39331,989-28-3705-007-2,
107303-14-711,107303-39332,989-28-3705-987-7,
107303-72-9976,107303-39333,989-28-3705-007-2,
107303-76-7293,107303-39334,989-28-3705-007-2,
107303-40-2167,107303-39335,989-28-3705-987-7,
107303-17-6137,107303-39336,989-28-3705-007-2,
107303-97-4986,107303-39337,989-28-3705-007-2,
107303-48-2070,107303-39338,989-28-3705-987-7,
107303-36-8648,107303-39339,989-28-3705-007-2,
107303-47-3160,107303-39340,989-28-3705-775-0,
107303-82-699,107303-39341,989-28-3705-007-2,
107303-5-9342,107303-39342,989-28-79-45675-7,
107303-25-2391,107303-39343,989-28-79-82197-5,
107303-84-3233,107303-39344,989-28-79-61125-5,
107303-59-1899,107303-39345,989-28-79-30536-9,
107303-61-8545,107303-39346,989-28-79-11297-4,
107303-41-7976,107303-39347,989-28-79-11297-4,
107303-93-9058,107303-39348,989-28-79-32105-5,
107303-50-1768,107303-39349,989-28-79-45675-7,
107303-76-9118,107303-39350,989-28-79-45675-7,
107303-62-2290,107303-39351,989-28-79-18127-7,
107303-1-6941,107303-39352,989-28-79-11297-4,
107303-87-6576,107303-39353,989-28-79-45675-7,
107303-68-8687,107303-39354,989-28-79-67891-3,
107303-7-1656,107303-39355,989-28-79-52883-6,
107303-51-4586,107303-39356,989-28-79-52883-6,
107303-36-8326,107303-39357,989-28-654-0127-3,
107303-47-9911,107303-39358,989-28-79-13871-4,
107303-41-3960,107303-39359,989-28-79-69807-2,
107303-98-9199,107303-39360,989-28-79-05670-4,
107303-24-5337,107303-39361,989-28-79-13871-4,
107303-1-4107,107303-39362,989-28-79-82749-6,
107303-1-4106,107303-39363,989-28-79-82749-6,
107303-28-8561,107303-39364,989-28-79-69807-2,
107303-37-3154,107303-39365,989-28-79-05670-4,
107303-47-9910,107303-39366,989-28-79-13871-4,
107303-80-1460,107303-39367,989-28-79-13871-4,
107303-40-408,107303-39368,989-28-79-82749-6,
107303-75-6689,107303-39369,989-28-79-69807-2,
107303-6-8209,107303-39370,989-28-79-13871-4,
107303-24-5336,107303-39371,989-28-79-13871-4,
107303-75-6688,107303-39372,989-28-79-69807-2,
107303-28-8560,107303-39373,989-28-79-69807-2,
107303-80-1459,107303-39374,989-28-79-13871-4,
107303-82-6283,107303-39375,989-28-79-05670-4,
107303-6-8208,107303-39376,989-28-79-13871-4,
107303-73-3824,107303-39377,989-28-79-69807-2,
107303-41-3959,107303-39378,989-28-79-69807-2,
107303-20-5987,107303-39379,989-28-79-13871-4,
107303-40-407,107303-39380,989-28-79-82749-6,
107303-21-4761,107303-39381,989-28-654-6507-7,
107303-95-9743,107303-39382,989-28-229-7592-2,
107303-93-8919,107303-39383,989-28-229-7592-2,
107303-35-4240,107303-39384,989-28-229-3157-7,0.1
107303-85-1715,107303-39385,989-28-229-1404-4,
107303-75-1561,107303-39386,989-28-229-3157-7,0.1
107303-87-5242,107303-39387,989-28-229-9769-6,
107303-65-4572,107303-39388,989-28-229-5891-8,
107303-61-9440,107303-39389,989-28-229-9769-6,
107303-69-7187,107303-39390,989-28-229-7592-2,
107303-43-5706,107303-39391,989-28-229-6632-6,
107303-9-4841,107303-39392,989-28-229-5891-8,
107303-57-1809,107303-39393,989-28-229-0197-6,
107303-42-8508,107303-39394,989-28-229-1404-4,0.13
107303-27-6869,107303-39395,989-28-229-7592-2,
107303-55-7984,107303-39396,989-28-229-6632-6,
107303-55-1483,107303-39397,989-28-229-1404-4,
107303-13-5025,107303-39398,989-28-79-13801-1,
107303-61-9133,107303-39399,989-28-79-71565-6,
107303-47-780,107303-39400,989-28-79-40897-8,
107303-55-2540,107303-39401,989-28-79-23023-4,
107303-61-2588,107303-39402,989-28-79-23023-4,
107303-56-5909,107303-39403,989-28-79-13801-1,
107303-16-386,107303-39404,989-28-79-13801-1,
107303-31-2782,107303-39405,989-28-79-91028-0,
107303-62-8302,107303-39406,989-28-79-68089-3,0.05
107303-77-560,107303-39407,989-28-79-23023-4,
107303-71-2911,107303-39408,989-28-79-74374-1,
107303-34-4054,107303-39409,989-28-79-13801-1,
107303-30-8693,107303-39410,989-28-79-40897-8,
107303-75-7339,107303-39411,989-28-79-68089-3,0.05
107303-92-6923,107303-39412,989-28-79-51397-9,
107303-29-5265,107303-39413,989-28-79-23023-4,
107303-59-4309,107303-39414,989-28-79-13801-1,
107303-7-9426,107303-39415,989-28-79-13801-1,
107303-13-1373,107303-39416,989-28-79-44730-4,
107303-16-826,107303-39417,989-28-79-71565-6,
107303-29-2734,107303-39418,989-28-79-74374-1,
107303-20-5280,107303-39420,989-28-79-13801-1,
107303-4-4523,107303-39421,989-28-79-13801-1,
107303-34-3026,107303-39422,989-28-79-51397-9,
107303-44-5757,107303-39423,989-28-79-74374-1,
107303-84-3373,107303-39424,989-28-79-40897-8,
107303-66-3067,107303-39425,989-28-79-91028-0,
107303-41-4391,107303-39426,989-28-79-71565-6,
107303-3-1793,107303-39427,989-28-79-40897-8,
107303-32-9894,107303-39428,989-28-79-40897-8,
107303-98-568,107303-39429,989-28-79-23023-4,
107303-75-4172,107303-39430,989-28-79-74374-1,
107303-93-8332,107303-39431,989-28-79-91028-0,
107303-21-2745,107303-39432,989-28-79-26824-4,
107303-55-5440,107303-39433,989-28-79-13801-1,
107303-87-1750,107303-39434,989-28-79-91028-0,
107303-31-1929,107303-39435,989-28-79-74374-1,
107303-92-5529,107303-39436,989-28-79-55752-2,
107303-98-8253,107303-39437,989-28-79-71565-6,
107303-20-543,107303-39438,989-28-79-13801-1,
107303-11-9545,107303-39439,989-28-79-26824-4,
107303-1-9153,107303-39440,989-28-79-23023-4,
107303-44-5624,107303-39441,989-28-79-55824-6,
107303-52-9348,107303-39442,989-28-79-68089-3,0.05
107303-52-5725,107303-39443,989-28-79-40897-8,
107303-24-9383,107303-39444,989-28-79-74374-1,
107303-4-3136,107303-39445,989-28-79-13801-1,
107303-41-9864,107303-39446,989-28-79-26824-4,
107303-47-4341,107303-39447,989-28-79-74374-1,
107303-83-1193,107303-39448,989-28-79-74374-1,
107303-29-1254,107303-39449,989-28-79-74374-1,
107303-64-5046,107303-39450,989-28-79-74374-1,
107303-91-212,107303-39451,989-28-79-40897-8,
107303-39-7349,107303-39452,989-28-79-71565-6,
107303-97-8252,107303-39453,989-28-79-13801-1,
107303-39-1018,107303-39454,989-28-79-13801-1,
107303-43-4888,107303-39455,989-28-79-13801-1,
107303-55-8995,107303-39456,989-28-79-26824-4,
107303-31-2703,107303-39457,989-28-79-71565-6,
107303-68-3639,107303-39458,989-28-79-74374-1,
107303-69-9400,107303-39459,989-28-3705-492-6,
107303-18-7609,107303-39460,989-28-3705-222-9,
107303-9-3628,107303-39461,989-28-3705-492-6,
107303-57-1816,107303-39462,989-28-3705-492-6,
107303-82-1505,107303-39463,989-28-3705-222-9,
107303-65-7248,107303-39464,989-28-3705-222-9,
107303-69-6199,107303-39465,989-28-3705-222-9,
107303-1-9017,107303-39466,989-28-3705-222-9,
107303-70-4120,107303-39467,989-28-3705-152-9,
107303-82-2437,107303-39467,989-28-3705-987-7,
107303-1-2345,107303-39468,989-28-3705-987-7,
107303-46-4346,107303-39468,989-28-3705-492-6,
107303-59-707,107303-39468,989-28-3705-222-9,
107303-95-8500,107303-39468,989-28-3705-592-3,
107303-64-368,107303-39469,989-28-79-21991-8,
107303-76-4809,107303-39469,989-28-79-45675-7,
107303-25-9520,107303-39470,989-28-79-74374-1,
107303-26-1140,107303-39470,989-28-79-45675-7,
107303-54-4092,107303-39471,989-28-229-3157-7,0.1
107303-34-332,107303-39471,989-28-229-5891-8,
107303-36-1207,107303-39472,989-28-79-36485-4,
107303-40-8353,107303-39472,989-28-79-71565-6,
107303-39-1985,107303-39473,989-28-79-23023-4,
107303-7-8224,107303-39473,989-28-79-74374-1,
107303-93-6553,107303-39473,989-28-79-13801-1,
107303-51-9449,107303-39474,989-28-79-26824-4,
107303-80-6260,107303-39474,989-28-79-13801-1,
107303-20-5986,107303-39475,989-28-79-13871-4,
107303-22-369,107303-39475,989-28-229-7592-2,
107303-73-3823,107303-39475,989-28-79-69807-2,
107303-25-9611,107303-39476,989-28-229-0197-6,
107303-45-6856,107303-39476,989-28-79-13871-4,
107303-6-3848,107303-39476,989-28-79-13801-1,
107303-13-2319,107303-39477,989-28-79-68089-3,0.05
107303-38-4697,107303-39477,989-28-79-26824-4,
107303-87-4477,107303-39477,989-28-229-9769-6,
107303-40-9620,107303-39478,989-28-79-74374-1,
107303-45-6855,107303-39478,989-28-79-13871-4,
107303-6-7284,107303-39478,989-28-79-74374-1,
107303-98-6245,107303-39478,989-28-79-05670-4,
107303-25-9474,107303-39479,989-28-3705-205-2,
107303-4-9389,107303-39479,989-28-3705-222-9,
107303-73-5664,107303-39479,989-28-79-13801-1,
107304-54-3133,107304-39480,989-28-3705-987-7,
107304-24-9534,107304-39481,989-28-3705-987-7,
107304-45-7288,107304-39482,989-28-3705-007-2,
107304-84-3051,107304-39483,989-28-3705-138-3,
107304-75-6232,107304-39484,989-28-3705-007-2,
107304-60-1038,107304-39485,989-28-3705-649-4,
107304-74-7227,107304-39486,989-28-3705-987-7,
107304-13-4844,107304-39487,989-28-3705-966-2,
107304-12-6199,107304-39488,989-28-3705-987-7,
107304-73-4331,107304-39489,989-28-3705-007-2,
107304-39-7173,107304-39490,989-28-3705-987-7,
107304-54-4721,107304-39491,989-28-3705-007-2,
107304-55-6594,107304-39492,989-28-3705-054-6,
107304-23-7676,107304-39493,989-28-3705-369-1,
107304-18-1194,107304-39494,989-28-3705-987-7,
107304-15-9946,107304-39495,989-28-3705-152-9,
107304-23-3842,107304-39496,989-28-3705-007-2,
107304-32-8227,107304-39497,989-28-3705-007-2,
107304-40-8399,107304-39498,989-28-3705-007-2,
107304-24-6004,107304-39499,989-28-3705-987-7,
107304-96-56,107304-39500,989-28-3705-583-1,
107304-13-862,107304-39501,989-28-79-45675-7,
107304-75-4021,107304-39502,989-28-79-11297-4,
107304-90-8175,107304-39503,989-28-79-04510-4,
107304-11-359,107304-39504,989-28-79-45675-7,
107304-23-8710,107304-39505,989-28-79-86624-2,
107304-92-9551,107304-39506,989-28-79-86624-2,
107304-46-2829,107304-39507,989-28-79-16826-1,
107304-67-9949,107304-39508,989-28-79-32105-5,
107304-46-6490,107304-39509,989-28-79-22871-2,
107304-44-8503,107304-39510,989-28-79-45675-7,
107304-43-899,107304-39511,989-28-654-5018-9,
107304-74-6816,107304-39512,989-28-79-13871-4,
107304-74-6815,107304-39513,989-28-79-13871-4,
107304-21-7152,107304-39514,989-28-79-69807-2,
107304-41-3060,107304-39515,989-28-79-05670-4,
107304-78-7625,107304-39516,989-28-79-13871-4,
107304-63-8765,107304-39517,989-28-79-69807-2,
107304-1-895,107304-39518,989-28-79-05670-4,
107304-22-5927,107304-39519,989-28-79-82749-6,
107304-22-5926,107304-39520,989-28-79-82749-6,
107304-43-8804,107304-39521,989-28-79-13871-4,
107304-78-7624,107304-39522,989-28-79-13871-4,
107304-30-322,107304-39523,989-28-79-69807-2,
107304-80-6643,107304-39524,989-28-79-05670-4,
107304-48-3215,107304-39525,989-28-79-69807-2,
107304-88-1062,107304-39526,989-28-79-05670-4,
107304-48-3214,107304-39527,989-28-79-69807-2,
107304-37-1343,107304-39528,989-28-79-05670-4,
107304-43-8803,107304-39529,989-28-79-13871-4,
107304-19-2990,107304-39530,989-28-79-22562-9,
107304-63-8764,107304-39531,989-28-79-69807-2,
107304-72-323,107304-39532,989-28-79-05670-4,
107304-21-7151,107304-39533,989-28-79-69807-2,
107304-94-4087,107304-39534,989-28-654-6033-1,
107304-82-45,107304-39535,989-28-654-5771-3,
107304-97-5592,107304-39536,989-28-654-6507-7,
107304-82-44,107304-39537,989-28-654-5771-3,
107304-97-6483,107304-39538,989-28-654-4370-9,
107304-84-3211,107304-39539,989-28-654-6507-7,
107304-8-9268,107304-39540,989-28-229-5891-8,
107304-49-9620,107304-39541,989-28-229-7592-2,
107304-53-4643,107304-39542,989-28-229-5891-8,
107304-89-8017,107304-39543,989-28-229-3157-7,0.1
107304-86-8922,107304-39544,989-28-229-6632-6,
107304-16-7774,107304-39545,989-28-229-7592-2,
107304-29-3011,107304-39546,989-28-229-6632-6,
107304-78-7890,107304-39547,989-28-229-3157-7,0.1
107304-93-8461,107304-39548,989-28-229-1404-4,
107304-1-5699,107304-39549,989-28-229-1404-4,
107304-74-396,107304-39550,989-28-229-0197-6,
107304-10-263,107304-39551,989-28-229-0197-6,
107304-49-6656,107304-39552,989-28-229-7592-2,
107304-84-9417,107304-39553,989-28-229-3157-7,0.1
107304-89-9651,107304-39554,989-28-229-6632-6,
107304-6-1279,107304-39555,989-28-79-13801-1,
107304-57-7526,107304-39556,989-28-79-91028-0,
107304-28-9888,107304-39557,989-28-79-91028-0,
107304-1-6064,107304-39558,989-28-79-13801-1,
107304-29-5414,107304-39559,989-28-79-23023-4,
107304-49-3736,107304-39560,989-28-79-26824-4,
107304-23-6951,107304-39561,989-28-79-26824-4,
107304-50-5326,107304-39562,989-28-79-74374-1,
107304-87-5713,107304-39563,989-28-79-40897-8,
107304-7-9655,107304-39564,989-28-79-23023-4,
107304-36-9591,107304-39566,989-28-79-68089-3,0.05
107304-61-9943,107304-39567,989-28-79-40897-8,
107304-48-1484,107304-39568,989-28-79-74374-1,
107304-74-8203,107304-39569,989-28-79-26824-4,
107304-10-32,107304-39570,989-28-79-13801-1,
107304-37-3553,107304-39571,989-28-79-13801-1,
107304-18-9606,107304-39572,989-28-79-13801-1,
107304-21-6987,107304-39573,989-28-79-74374-1,
107304-83-8764,107304-39575,989-28-79-74374-1,
107304-98-5227,107304-39576,989-28-79-23023-4,
107304-37-3050,107304-39577,989-28-79-13801-1,
107304-19-8065,107304-39579,989-28-79-91028-0,
107304-74-4894,107304-39580,989-28-79-74374-1,
107304-55-7678,107304-39581,989-28-79-26824-4,
107304-49-5540,107304-39582,989-28-79-74374-1,
107304-43-5878,107304-39583,989-28-79-91028-0,
107304-98-8042,107304-39584,989-28-79-23023-4,
107304-60-7006,107304-39585,989-28-79-23023-4,
107304-64-3160,107304-39586,989-28-79-55824-6,
107304-35-641,107304-39588,989-28-79-26824-4,
107304-58-4355,107304-39589,989-28-79-74374-1,
107304-70-4729,107304-39590,989-28-79-43574-5,
107304-79-2713,107304-39591,989-28-79-26824-4,
107304-81-2393,107304-39593,989-28-79-23023-4,
107304-26-4612,107304-39594,989-28-79-40897-8,
107304-84-2322,107304-39595,989-28-79-91028-0,
107304-54-133,107304-39596,989-28-79-74374-1,
107304-23-1281,107304-39597,989-28-3705-222-9,
107304-17-1282,107304-39598,989-28-3705-222-9,
107304-98-7389,107304-39599,989-28-3705-222-9,
107304-20-2144,107304-39600,989-28-3705-492-6,
107304-41-9909,107304-39601,989-28-3705-222-9,
107304-73-2898,107304-39602,989-28-3705-492-6,
107304-13-8333,107304-39603,989-28-3705-205-2,
107304-87-7948,107304-39604,989-28-3705-222-9,
107304-55-3209,107304-39605,989-28-3705-987-7,
107304-59-6616,107304-39605,989-28-3705-007-2,
107304-57-6747,107304-39606,989-28-3705-987-7,
107304-6-4609,107304-39606,989-28-3705-007-2,
107304-32-9972,107304-39607,989-28-79-45675-7,
107304-5-181,107304-39607,989-28-79-86624-2,
107304-36-5436,107304-39608,989-28-79-21991-8,
107304-43-8453,107304-39608,989-28-79-30536-9,
107304-39-8561,107304-39609,989-28-79-05670-4,
107304-49-1692,107304-39609,989-28-79-82125-8,
107304-17-3020,107304-39610,989-28-654-0047-4,
107304-49-1691,107304-39610,989-28-79-82125-8,
107304-82-43,107304-39610,989-28-654-5771-3,
107304-27-6902,107304-39611,989-28-229-9769-6,
107304-77-9933,107304-39611,989-28-79-13801-1,
107304-21-8178,107304-39612,989-28-229-6632-6,
107304-36-2352,107304-39612,989-28-229-7592-2,
107304-37-9853,107304-39613,989-28-229-5891-8,
107304-65-5981,107304-39613,989-28-229-0197-6,
107304-77-7063,107304-39614,989-28-229-9769-6,
107304-90-3755,107304-39614,989-28-79-55752-2,
107304-51-7933,107304-39615,989-28-229-7592-2,
107304-94-4883,107304-39615,989-28-229-1404-4,
107304-6-8830,107304-39616,989-28-79-23023-4,
107304-84-2219,107304-39616,989-28-79-71565-6,
107304-97-8431,107304-39616,989-28-79-74374-1,
107304-1-352,107304-39617,989-28-79-68089-3,0.05
107304-44-7373,107304-39617,989-28-229-5891-8,
107304-59-9245,107304-39618,989-28-79-26824-4,
107304-60-9283,107304-39618,989-28-229-1404-4,
107304-69-8516,107304-39618,989-28-3705-222-9,
107304-18-121,107304-39619,989-28-79-91028-0,
107304-35-9953,107304-39619,989-28-79-23023-4,
107304-82-707,107304-39619,989-28-3705-222-9,
107304-21-7124,107304-39620,989-28-3705-007-2,
107304-35-1939,107304-39620,989-28-3705-136-9,
107304-39-8491,107304-39620,989-28-654-4370-9,
107304-63-8856,107304-39620,989-28-229-9769-6,
107304-30-321,107304-39621,989-28-79-69807-2,
107304-34-6035,107304-39621,989-28-79-74374-1,
107304-47-2849,107304-39621,989-28-79-13801-1,
107304-62-4536,107304-39621,989-28-79-40897-8,
107304-30-7178,107304-39622,989-28-3705-492-6,
107304-52-5636,107304-39622,989-28-79-03683-6,
107304-62-672,107304-39622,989-28-79-74374-1,
107304-90-5772,107304-39622,989-28-79-23023-4,
107305-85-3322,107305-39623,989-28-3705-007-2,
107305-20-4930,107305-39624,989-28-3705-987-7,
107305-35-8140,107305-39625,989-28-3705-369-1,
107305-56-3635,107305-39626,989-28-3705-007-2,
107305-50-2928,107305-39627,989-28-3705-007-2,
107305-52-3469,107305-39628,989-28-3705-007-2,
107305-58-3160,107305-39629,989-28-3705-007-2,
107305-16-324,107305-39630,989-28-3705-987-7,
107305-41-146,107305-39631,989-28-3705-136-9,
107305-48-3451,107305-39632,989-28-3705-987-7,
107305-18-2280,107305-39633,989-28-79-45675-7,
107305-42-4365,107305-39634,989-28-79-11297-4,0.13
107305-87-4669,107305-39635,989-28-79-82197-5,
107305-19-3526,107305-39636,989-28-79-21991-8,
107305-42-7421,107305-39637,989-28-79-61125-5,0.13
107305-18-6215,107305-39638,989-28-79-45675-7,
107305-83-91,107305-39639,989-28-79-11297-4,
107305-63-6799,107305-39640,989-28-79-45675-7,
107305-31-226,107305-39641,989-28-654-0127-3,
107305-19-4615,107305-39642,989-28-79-69807-2,
107305-53-598,107305-39643,989-28-79-13871-4,
107305-6-1659,107305-39644,989-28-79-05670-4,
107305-42-3668,107305-39645,989-28-79-82125-8,0.13
107305-32-3263,107305-39646,989-28-79-69807-2,
107305-42-5502,107305-39647,989-28-79-13871-4,0.13
